age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
29,admin.,single,university.degree,no,yes,no,cellular,aug,mon,109,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
31,technician,single,professional.course,no,no,no,cellular,aug,mon,122,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
40,technician,married,university.degree,no,no,no,cellular,aug,mon,342,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,88,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
44,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,363,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
29,admin.,single,university.degree,unknown,yes,no,cellular,aug,mon,129,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
41,admin.,married,university.degree,no,yes,no,cellular,aug,mon,145,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
58,admin.,divorced,university.degree,unknown,no,no,cellular,aug,mon,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
33,technician,married,professional.course,no,yes,no,cellular,aug,mon,417,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
60,retired,married,unknown,no,yes,no,cellular,aug,mon,600,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
47,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,149,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
60,blue-collar,married,unknown,no,no,no,cellular,aug,mon,93,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,113,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
39,unemployed,married,university.degree,unknown,no,yes,cellular,aug,mon,84,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
35,technician,married,professional.course,no,no,no,cellular,aug,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,167,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
35,management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,123,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
37,admin.,single,university.degree,no,yes,no,cellular,aug,mon,108,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
47,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,110,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
30,technician,single,high.school,no,yes,no,telephone,aug,mon,176,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
47,admin.,married,high.school,no,yes,no,cellular,aug,mon,1152,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
59,retired,married,unknown,no,no,no,cellular,aug,mon,284,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
47,blue-collar,married,university.degree,no,no,no,cellular,aug,mon,115,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,140,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
49,services,married,high.school,no,no,no,cellular,aug,mon,150,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
51,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,324,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,154,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
52,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,42,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
56,technician,married,university.degree,no,no,no,cellular,aug,mon,228,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
33,self-employed,married,university.degree,no,yes,no,cellular,aug,mon,112,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
45,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,mon,262,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
30,technician,divorced,high.school,no,no,no,cellular,aug,mon,205,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
44,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,484,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
42,technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,692,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
40,admin.,married,university.degree,no,yes,no,cellular,aug,mon,296,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,151,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
33,technician,single,university.degree,no,no,no,cellular,aug,mon,198,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
58,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,454,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
54,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,53,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
59,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,mon,323,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,340,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
46,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,251,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
35,technician,single,high.school,no,yes,no,cellular,aug,mon,87,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
52,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,171,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
57,services,married,high.school,unknown,yes,no,telephone,aug,mon,41,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
51,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,197,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
39,technician,divorced,professional.course,unknown,no,no,cellular,aug,mon,93,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
55,management,married,university.degree,no,no,no,cellular,aug,mon,106,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
59,management,married,university.degree,no,no,no,cellular,aug,mon,163,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
41,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,124,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
53,admin.,married,university.degree,no,yes,no,cellular,aug,mon,67,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
57,admin.,married,high.school,unknown,yes,yes,cellular,aug,mon,127,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
59,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,618,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
59,technician,married,high.school,no,yes,no,cellular,aug,mon,226,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,121,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
53,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,358,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
44,technician,married,professional.course,no,yes,no,cellular,aug,mon,63,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
50,blue-collar,married,professional.course,no,yes,no,cellular,aug,mon,45,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
34,technician,married,high.school,no,yes,no,cellular,aug,mon,83,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
51,admin.,single,university.degree,no,yes,no,cellular,aug,tue,179,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
55,services,married,high.school,unknown,yes,no,cellular,aug,tue,209,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
33,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,731,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,427,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,60,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
50,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
38,admin.,married,university.degree,no,no,no,cellular,aug,tue,85,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
32,technician,single,high.school,no,no,no,cellular,aug,tue,106,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
44,admin.,married,university.degree,no,no,no,cellular,aug,tue,312,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
55,technician,divorced,professional.course,unknown,no,no,cellular,aug,tue,700,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
31,technician,divorced,high.school,no,no,no,cellular,aug,tue,67,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
35,admin.,single,university.degree,no,no,no,cellular,aug,tue,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
37,technician,divorced,professional.course,no,no,no,cellular,aug,tue,65,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
45,unknown,married,high.school,unknown,yes,no,cellular,aug,tue,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
41,technician,single,professional.course,no,no,no,cellular,aug,tue,358,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
37,technician,divorced,professional.course,no,no,no,cellular,aug,tue,80,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
30,technician,married,professional.course,no,no,no,cellular,aug,tue,392,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
37,admin.,married,university.degree,no,no,no,cellular,aug,tue,85,12,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
56,services,married,high.school,no,yes,no,cellular,aug,tue,460,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
56,retired,married,professional.course,no,no,no,cellular,aug,tue,139,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
56,services,married,high.school,no,no,no,cellular,aug,tue,173,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
37,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,tue,176,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
58,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,83,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
48,technician,married,university.degree,no,no,no,cellular,aug,tue,124,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
48,services,married,basic.4y,unknown,yes,no,cellular,aug,tue,240,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
33,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,384,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
33,technician,married,professional.course,no,yes,no,cellular,aug,tue,211,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
37,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,520,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
46,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,66,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,320,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
51,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,36,19,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
29,admin.,single,high.school,no,no,no,cellular,aug,tue,78,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
33,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,30,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
58,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,140,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
54,admin.,married,university.degree,no,yes,no,cellular,aug,tue,120,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
31,admin.,married,university.degree,no,yes,no,cellular,aug,tue,157,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
47,admin.,divorced,university.degree,no,no,yes,cellular,aug,tue,264,19,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
47,management,married,university.degree,no,yes,no,cellular,aug,tue,133,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
42,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,265,11,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
42,admin.,married,university.degree,no,no,no,cellular,aug,tue,77,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
57,admin.,married,university.degree,unknown,yes,yes,cellular,aug,tue,61,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
55,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,209,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
55,blue-collar,married,basic.9y,no,no,no,telephone,aug,tue,361,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
58,housemaid,married,professional.course,no,yes,no,cellular,aug,tue,98,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,
40,technician,married,professional.course,no,yes,no,cellular,aug,wed,609,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
39,admin.,married,university.degree,no,yes,no,cellular,aug,wed,581,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
52,unknown,married,unknown,unknown,no,no,cellular,aug,wed,52,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
43,admin.,married,university.degree,no,yes,no,cellular,aug,wed,281,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
46,admin.,married,university.degree,unknown,no,no,telephone,aug,wed,39,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
57,retired,married,professional.course,no,yes,no,cellular,aug,wed,156,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
58,admin.,single,university.degree,no,no,no,cellular,aug,wed,113,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
57,retired,married,high.school,unknown,yes,yes,cellular,aug,wed,223,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
57,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,wed,243,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
51,technician,married,university.degree,no,yes,no,cellular,aug,wed,512,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
44,technician,married,professional.course,no,yes,yes,cellular,aug,wed,236,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
37,housemaid,married,basic.4y,no,yes,no,cellular,aug,wed,130,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
57,retired,married,professional.course,unknown,no,no,cellular,aug,wed,80,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
39,technician,married,professional.course,no,no,no,cellular,aug,wed,85,14,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
47,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,69,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
41,technician,single,high.school,no,yes,no,cellular,aug,wed,88,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
48,admin.,married,university.degree,no,no,no,cellular,aug,wed,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
41,technician,married,professional.course,no,yes,no,cellular,aug,wed,164,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
41,technician,single,high.school,no,yes,no,telephone,aug,wed,9,13,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
55,technician,married,professional.course,no,no,no,cellular,aug,wed,976,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
51,technician,married,high.school,no,yes,no,cellular,aug,wed,549,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
47,admin.,married,university.degree,no,no,no,cellular,aug,wed,63,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
52,technician,married,university.degree,no,no,no,cellular,aug,wed,15,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
46,technician,divorced,professional.course,no,no,no,cellular,aug,wed,308,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
57,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,247,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
56,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,66,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
47,admin.,married,university.degree,no,yes,no,cellular,aug,wed,38,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
51,technician,married,professional.course,no,unknown,unknown,cellular,aug,wed,89,16,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
53,unknown,married,basic.4y,unknown,no,no,cellular,aug,wed,49,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
54,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,511,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
44,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,12,14,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
33,admin.,single,university.degree,no,no,no,cellular,aug,wed,27,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
38,technician,single,high.school,no,no,no,cellular,aug,wed,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
59,retired,married,university.degree,no,yes,no,cellular,aug,wed,160,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
52,technician,divorced,professional.course,no,no,no,cellular,aug,wed,79,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
58,technician,divorced,professional.course,unknown,no,no,cellular,aug,wed,36,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
32,technician,divorced,professional.course,no,yes,yes,cellular,aug,wed,11,12,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
43,admin.,married,university.degree,no,yes,no,cellular,aug,wed,35,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
46,services,married,basic.9y,unknown,yes,no,cellular,aug,wed,59,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
31,technician,single,professional.course,no,yes,no,cellular,aug,wed,72,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
43,technician,married,professional.course,no,no,no,cellular,aug,wed,78,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
41,technician,divorced,professional.course,no,no,no,cellular,aug,wed,167,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,23,17,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
41,technician,married,professional.course,no,no,yes,cellular,aug,wed,81,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
36,management,married,university.degree,no,no,no,cellular,aug,wed,46,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
41,technician,married,professional.course,no,no,no,cellular,aug,wed,154,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
40,admin.,married,university.degree,no,no,no,cellular,aug,wed,53,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
46,admin.,married,high.school,no,no,no,cellular,aug,wed,63,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,
41,technician,divorced,high.school,no,no,no,cellular,aug,thu,82,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
30,technician,single,university.degree,no,yes,yes,cellular,aug,thu,73,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
48,technician,married,university.degree,no,no,no,cellular,aug,thu,52,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
44,technician,married,professional.course,no,yes,no,cellular,aug,thu,236,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
44,technician,married,professional.course,no,no,no,cellular,aug,thu,536,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
56,self-employed,married,high.school,no,yes,no,cellular,aug,thu,210,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
30,technician,single,university.degree,no,yes,no,cellular,aug,thu,979,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
40,admin.,single,university.degree,no,no,no,cellular,aug,thu,101,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
29,technician,married,professional.course,no,yes,no,cellular,aug,thu,965,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
32,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,85,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
37,admin.,single,university.degree,no,yes,no,cellular,aug,thu,94,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
46,admin.,married,high.school,no,yes,no,cellular,aug,thu,91,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
31,admin.,married,university.degree,no,yes,no,cellular,aug,thu,96,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
36,admin.,married,university.degree,no,yes,no,cellular,aug,thu,165,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
34,technician,married,university.degree,no,unknown,unknown,cellular,aug,thu,81,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
45,admin.,married,unknown,unknown,no,no,cellular,aug,thu,54,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
50,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,84,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
33,services,married,university.degree,unknown,yes,no,cellular,aug,thu,198,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
40,admin.,married,university.degree,no,no,no,cellular,aug,thu,262,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,12,15,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
37,technician,single,professional.course,no,yes,no,cellular,aug,thu,19,12,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
33,services,married,professional.course,no,yes,no,cellular,aug,thu,56,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
33,technician,married,professional.course,no,no,no,cellular,aug,thu,80,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
37,admin.,single,university.degree,no,no,no,cellular,aug,thu,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
43,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,94,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
38,unknown,married,unknown,no,no,no,cellular,aug,thu,79,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
37,technician,single,university.degree,no,yes,yes,cellular,aug,thu,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
50,unemployed,married,basic.9y,unknown,yes,no,telephone,aug,thu,192,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
58,housemaid,married,basic.9y,no,no,no,cellular,aug,thu,54,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
37,technician,married,university.degree,no,no,no,cellular,aug,thu,716,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
48,services,married,basic.9y,no,no,no,cellular,aug,thu,110,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
47,admin.,married,high.school,no,yes,yes,cellular,aug,thu,59,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
58,self-employed,married,basic.6y,unknown,yes,no,cellular,aug,thu,157,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
34,technician,married,university.degree,no,yes,no,cellular,aug,thu,99,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
49,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,54,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
48,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,122,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
37,technician,married,university.degree,no,yes,yes,cellular,aug,thu,180,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
37,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,71,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
45,admin.,married,unknown,unknown,yes,yes,cellular,aug,thu,105,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
41,admin.,married,university.degree,no,no,no,cellular,aug,thu,12,13,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
50,housemaid,married,basic.9y,no,yes,no,cellular,aug,thu,20,12,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
35,admin.,married,university.degree,no,yes,no,cellular,aug,thu,28,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
30,technician,single,university.degree,no,yes,no,cellular,aug,thu,31,17,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
41,admin.,married,university.degree,no,yes,no,cellular,aug,thu,19,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
33,technician,single,university.degree,no,yes,no,cellular,aug,thu,9,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
30,technician,single,professional.course,no,yes,no,cellular,aug,thu,16,12,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
39,admin.,single,university.degree,no,yes,no,cellular,aug,thu,276,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
42,housemaid,married,university.degree,no,unknown,unknown,telephone,aug,thu,12,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
45,admin.,married,unknown,unknown,no,no,cellular,aug,thu,7,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
50,admin.,married,high.school,no,yes,yes,cellular,aug,thu,95,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
40,technician,married,professional.course,no,yes,no,cellular,aug,thu,258,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
39,technician,married,university.degree,unknown,no,no,cellular,aug,thu,64,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,
